TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,NB_DOCUMENT,B_DAYS_CREDIT,B_CREDIT_DAY_OVERDUE,B_AMT_CREDIT_MAX_OVERDUE,B_CNT_CREDIT_PROLONG,B_AMT_CREDIT_SUM,B_AMT_CREDIT_SUM_DEBT,B_AMT_CREDIT_SUM_OVERDUE,B_AMT_ANNUITY,BB_MIN_STATUS,BB_MAX_STATUS,PA_AMT_ANNUITY,PA_AMT_CREDIT,PA_DAYS_DECISION,PA_CNT_PAYMENT,CCB_SK_DPD,IP_DUE_DAY_PAYMENT,IP_DIFF_PAYMENT,PCB_SK_DPD_DEF
0,Cash loans,M,Y,Y,0,315000.0,1350000.0,39604.5,1350000.0,Working,Higher education,Married,House / apartment,0.008575,29,-1496,Sales staff,2.0,2,2,0.1370623458708673,0.3241738848541972,0.4866531565147181,1.0,0.0,1.0,0.0,-527.0,1,497,0.0,0.0,0,45373.125,-1.0650000000000002,0.0,32457.0,0.0,0.0,23979.78,225632.25,227,9.0,0.0,7.851851851851852,-359.61333333333323,0.0
0,Cash loans,F,N,N,0,135000.0,521280.0,31500.0,450000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00963,36,-1765,Sales staff,2.0,2,2,0.4852892795125728,0.7376641513695528,0.4632753280912678,3.0,1.0,3.0,0.0,-542.0,1,597,0.0,5065.83,0,71325.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,5692.98,68313.0,802,8.0,0.9375,4.659090909090909,-163.760625,0.0
0,Cash loans,F,Y,N,0,180000.0,526491.0,26878.5,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.018209,45,-5888,Sales staff,2.0,3,3,0.4796235677179963,0.4163432826956263,0.3296550543128238,3.0,0.0,3.0,0.0,-3051.0,1,201,0.0,0.0,0,248436.0,153904.5,0.0,10301.939999999999,0.0,0.08333333333333333,9108.455625,147638.8125,42,8.125,0.022727272727272728,3.081081081081081,-535.6097635135135,0.18867924528301888
0,Cash loans,M,N,N,0,265500.0,360000.0,23134.5,360000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.00496,54,-2125,Drivers,1.0,2,2,0.7529287029018897,0.6596075086611579,0.5549467685334323,0.0,0.0,0.0,0.0,-1637.0,1,106,0.0,0.0,0,58500.0,54661.5,0.0,5850.0,0.0,0.0,29328.75642857143,337786.875,24,13.142857142857142,0.0,4.775147928994083,-3621.919792899407,0.0
0,Cash loans,M,Y,N,2,202500.0,938304.0,50121.0,810000.0,Commercial associate,Incomplete higher,Married,Municipal apartment,0.04622,44,-4752,Drivers,4.0,1,1,0.3655238490112184,0.7772283250141669,0.5226973172821112,0.0,0.0,0.0,0.0,-363.0,0,1515,0.0,11.115,0,240364.575,0.0,0.0,0.0,0.0,0.0,28184.925000000003,401661.0,526,8.0,0.0,5.0,0.0,0.0
0,Cash loans,F,Y,N,0,135000.0,450000.0,23107.5,450000.0,State servant,Secondary / secondary special,Married,House / apartment,0.004849,41,-3046,Managers,2.0,2,2,0.4935547528006813,0.4102190440498561,0.5136937663039473,0.0,0.0,0.0,0.0,-1371.0,0,2440,0.0,0.0,1,270000.0,0.0,0.0,0.0,0.0,0.0,10717.0875,188278.0,214,20.5,0.0641025641025641,19.718309859154928,-507.6507042253522,0.02857142857142857
0,Cash loans,M,N,Y,2,225000.0,675000.0,53460.0,675000.0,Working,Higher education,Married,House / apartment,0.015221,39,-632,High skill tech staff,4.0,2,2,0.5322817361735988,0.4860758347704552,0.1237353221130787,3.0,0.0,3.0,0.0,-1072.0,1,1453,0.0,0.0,0,182002.5,171389.25,0.0,6374.9925,0.0,0.11627906976744186,17170.056,209114.5909090909,452,18.6,0.0,10.316455696202532,-3102.416202531646,0.10126582278481013
0,Cash loans,F,N,N,0,270000.0,285723.0,22239.0,238500.0,Working,Higher education,Married,With parents,0.016612,32,-2753,Accountants,2.0,2,2,0.7325607282964622,0.5754707448786739,0.4974688893052743,3.0,1.0,3.0,0.0,-2216.0,1,2539,0.0,0.0,0,162000.0,0.0,0.0,10894.5,0.0,0.0,12439.369285714285,159126.42857142858,1291,12.571428571428571,0.010416666666666666,6.980392156862745,-840.7561764705882,0.0
0,Cash loans,F,Y,Y,1,180000.0,557770.5,23629.5,481500.0,Working,Secondary / secondary special,Married,House / apartment,0.031329,31,-2388,Sales staff,3.0,2,2,0.3719247462489171,0.6083019440819857,0.5656079814115492,2.0,0.0,2.0,0.0,-1683.0,1,372,0.0,2561.765625,0,96215.28749999999,0.0,0.0,14697.630000000001,0.0,0.5,16749.14,174588.75,95,14.0,0.0,6.666666666666667,-114.17303571428572,0.0
0,Cash loans,F,N,N,1,76500.0,187704.0,11992.5,148500.0,Working,Secondary / secondary special,Married,Municipal apartment,0.009549,38,-708,Sales staff,3.0,2,2,0.6391181555402181,0.6056832342616917,0.3807996826489149,0.0,0.0,0.0,0.0,-1646.0,1,1030,0.0,0.0,0,17055.0,0.0,0.0,0.0,0.6363636363636364,0.6363636363636364,8730.206999999999,104610.6,666,16.0,0.0,6.483050847457627,-1629.0564406779658,0.03669724770642202
0,Cash loans,F,N,N,0,180000.0,135000.0,16020.0,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.010006,38,-180,Medicine staff,1.0,2,2,0.1650346595815533,0.233755206951475,0.5136937663039473,5.0,0.0,5.0,0.0,-159.0,1,610,0.0,1906.5825,0,267999.75,135126.0,0.0,11236.5,0.0,0.02857142857142857,9006.76125,83799.0,159,4.5,0.031578947368421054,4.933333333333334,0.0,0.0
0,Cash loans,M,Y,Y,1,112500.0,573408.0,25389.0,495000.0,Working,Secondary / secondary special,Married,House / apartment,0.020246,43,-4030,High skill tech staff,3.0,3,3,0.3112445716654604,0.4265268505851879,0.0651096140026964,0.0,0.0,0.0,0.0,-2116.0,1,179,0.0,4443.87,1,74220.06,20620.32,0.0,2862.0,0.0,0.0,10049.81625,101031.15000000001,81,8.0,0.0,12.73913043478261,0.0,0.0
1,Cash loans,M,Y,Y,0,450000.0,539100.0,29376.0,450000.0,Working,Higher education,Civil marriage,House / apartment,0.00823,36,-2041,Laborers,2.0,2,2,0.2090498374051232,0.711347182362802,0.2405414172860865,1.0,1.0,1.0,1.0,-1965.0,1,201,0.0,0.0,0,166533.39,25852.5,0.0,2077.50375,0.0,0.0,8774.568000000001,101278.503,10,6.4,0.04938271604938271,4.315315315315315,-212.83783783783784,0.0
0,Cash loans,F,Y,Y,0,225000.0,781920.0,42417.0,675000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.0116569999999999,41,-1013,Private service staff,2.0,1,1,0.6439987189281439,0.7027827317236908,0.5919766183185521,0.0,0.0,0.0,0.0,-794.0,1,612,0.0,5848.875,0,60257.25,0.0,0.0,2411.325,0.0,0.0,19522.5975,225972.5625,154,9.666666666666666,0.0,13.61111111111111,0.0,0.0
0,Cash loans,F,Y,Y,1,180000.0,254799.0,13950.0,193500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,41,-3981,Managers,3.0,2,2,0.2762071600799789,0.541818650818969,0.5495965024956946,2.0,1.0,2.0,1.0,-577.0,1,164,0.0,0.0,0,30771.0,14757.75,0.0,0.0,0.0,0.0,15629.634,243868.5,164,15.6,1.3555555555555556,4.6016260162601625,-784.6408536585366,0.0
0,Cash loans,F,Y,N,0,135000.0,59256.0,4311.0,45000.0,Working,Higher education,Married,Rented apartment,0.0228,35,-454,Sales staff,2.0,2,2,0.6236594020768995,0.3927650841222304,0.1997705696341145,2.0,1.0,2.0,1.0,-307.0,1,309,0.0,0.0,0,337798.0157142857,124997.5992857143,0.0,21857.14285714286,0.0,0.0,4121.280000000001,25791.75,307,6.0,0.0,2.04,0.0,0.0
0,Cash loans,F,Y,N,1,171000.0,148707.0,15745.5,139500.0,State servant,Higher education,Married,House / apartment,0.035792,32,-3338,Core staff,3.0,2,2,0.7076316895355994,0.5625096216720853,0.6430255641096323,0.0,0.0,0.0,0.0,-1948.0,1,561,0.0,0.0,0,121230.0,0.0,0.0,0.0,0.0,0.0,27037.562142857143,276033.85714285716,41,6.571428571428571,0.0,9.72289156626506,-2321.1363253012046,0.0
0,Cash loans,M,Y,Y,2,270000.0,592560.0,35937.0,450000.0,Commercial associate,Incomplete higher,Married,House / apartment,0.072508,39,-1422,Managers,4.0,1,1,0.6249220551775649,0.7322888040383413,0.5726825047161584,3.0,0.0,3.0,0.0,-3432.0,0,1223,0.0,79705.44,0,3009375.0,532557.0,0.0,93690.0,0.5925925925925926,0.5925925925925926,31111.931249999998,358263.0,159,25.5,0.0,4.818181818181818,-1861.7972727272727,2.533333333333333
0,Cash loans,F,N,Y,0,135000.0,750154.5,38430.0,670500.0,Working,Secondary / secondary special,Married,House / apartment,0.00733,52,-2608,Cooking staff,2.0,2,2,0.656186914823128,0.4742918961825186,0.3825018041447388,11.0,0.0,11.0,0.0,-911.0,1,705,0.0,0.0,0,150025.05,0.0,0.0,24306.885,0.0,0.0,18448.11,318310.5,354,21.294117647058822,0.0,5.701219512195122,6438.710304878049,0.21804511278195488
0,Cash loans,M,Y,Y,2,270000.0,1157958.0,67221.0,1035000.0,State servant,Secondary / secondary special,Married,House / apartment,0.014464,37,-5614,Laborers,4.0,2,2,0.3849733056255473,0.6060905280480912,0.4276573700350293,0.0,0.0,0.0,0.0,-844.0,1,237,0.0,0.0,0,562500.0,0.0,0.0,0.0,0.0,0.0,25038.54,135266.7857142857,357,5.6,0.0,12.076923076923077,0.0,0.0
0,Cash loans,M,N,Y,0,76500.0,227520.0,8302.5,180000.0,Working,Higher education,Married,House / apartment,0.0145199999999999,54,-2295,Laborers,2.0,2,2,0.4775015763392168,0.2319427311585574,0.5082869913916046,0.0,0.0,0.0,0.0,-1614.0,1,605,0.0,0.0,0,467082.09,324287.8425,0.0,18146.925,0.0,0.0,11982.078,86570.25,66,8.4,0.0,6.4411764705882355,-1726.4792647058823,0.0
0,Cash loans,F,N,Y,0,202500.0,832500.0,24471.0,832500.0,State servant,Secondary / secondary special,Married,House / apartment,0.0145199999999999,38,-5200,Laborers,2.0,2,2,0.5676995645278953,0.6811148887787412,0.5424451438613613,0.0,0.0,0.0,0.0,-1163.0,1,234,0.0,175.5,0,9202.5,945.0,0.0,6312.51,0.0,0.0,8980.3275,123313.5,245,15.166666666666666,0.0,5.923728813559322,-813.691906779661,0.05660377358490566
0,Cash loans,F,N,Y,0,202500.0,945000.0,52897.5,945000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,43,-5830,Managers,2.0,2,2,0.5126163338457335,0.7175348435637643,0.6413682574954046,5.0,0.0,5.0,0.0,-1438.0,1,516,0.0,0.0,0,248703.75,0.0,0.0,502.5,0.0,0.0,14780.93142857143,172315.2857142857,574,13.714285714285714,0.0,5.475903614457831,-355.2720180722891,0.0
0,Cash loans,M,Y,Y,2,270000.0,539100.0,27522.0,450000.0,State servant,Higher education,Married,Office apartment,0.006852,29,-2752,Managers,4.0,3,3,0.3226955434648163,0.1968188229736204,0.7121551551910698,4.0,0.0,4.0,0.0,-285.0,0,1096,0.0,0.0,0,231291.0,0.0,0.0,0.0,0.0,0.0,15783.089999999998,266989.5,10,11.666666666666666,0.0,6.2631578947368425,-306.06157894736845,0.14
0,Cash loans,F,Y,Y,0,225000.0,584766.0,25888.5,472500.0,Working,Secondary / secondary special,Married,House / apartment,0.01885,49,-781,Laborers,2.0,2,2,0.6625755767119709,0.6870410607509927,0.4188542886233217,0.0,0.0,0.0,0.0,-1439.0,1,296,0.0,0.0,0,90000.0,39587.4,0.0,0.0,0.0,0.0,18423.844999999998,213979.5,7,16.0,0.0,3.75,0.0,0.0
0,Cash loans,M,N,N,1,90000.0,652500.0,25411.5,652500.0,Working,Secondary / secondary special,Married,Municipal apartment,0.0060079999999999,38,-398,Laborers,3.0,2,2,0.2915853815070627,0.3360544118983588,0.6956219298394389,0.0,0.0,0.0,0.0,-493.0,1,1444,0.0,4238.3925,0,114124.275,22583.25,0.0,11250.0,0.0,0.08695652173913043,10094.25,96160.5,188,6.666666666666667,0.0,3.6538461538461537,-1043.0428846153848,0.0
0,Cash loans,M,Y,Y,0,225000.0,508495.5,26091.0,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.00733,52,-2990,Laborers,2.0,2,2,0.6599124145005714,0.7139578541562436,0.1528662291550415,0.0,0.0,0.0,0.0,-1954.0,1,846,0.0,0.0,0,251280.0,153002.25,0.0,0.0,0.0,0.0,27653.104999999996,841115.0,788,34.666666666666664,0.0,9.87864077669903,525.1095873786408,0.0
0,Cash loans,F,Y,Y,1,180000.0,791532.0,30798.0,567000.0,Working,Secondary / secondary special,Married,House / apartment,0.020246,42,-7210,Laborers,3.0,3,3,0.310517381943056,0.5066547024917937,0.3490552510751822,0.0,0.0,0.0,0.0,-481.0,1,709,0.0,8629.0425,0,449095.5,225249.75,0.0,9000.0,0.0,0.0,13670.1675,178317.0,238,12.0,0.0,2.9696969696969697,-555.7677272727273,0.0
0,Cash loans,F,N,Y,0,225000.0,1512796.5,52713.0,1381500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.025164,57,-7330,High skill tech staff,1.0,2,2,0.6949956895798319,0.5372878237917023,0.5370699579791587,0.0,0.0,0.0,0.0,-1016.0,1,1982,0.0,0.0,0,166500.0,0.0,0.0,0.0,0.0,0.0,27186.227999999996,455846.25,658,22.8,0.0,12.76923076923077,737.3076923076923,0.0
0,Cash loans,M,Y,Y,0,315000.0,497520.0,53712.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.0105,41,-2781,Managers,2.0,3,3,0.7201012522787674,0.5198035479881642,0.4014074137749511,1.0,0.0,1.0,0.0,0.0,0,50,0.0,0.0,0,76006.35,66789.0,0.0,18000.0,0.0,0.0,20699.9775,184574.25,1416,9.5,68.86458333333333,-4.072847682119205,-147.1687748344371,0.11904761904761904
0,Cash loans,F,Y,Y,1,90000.0,469147.5,23953.5,351000.0,Working,Higher education,Married,House / apartment,0.035792,43,-2841,Laborers,3.0,2,2,0.4158544392854678,0.6058712342897806,0.2340151665320674,4.0,0.0,4.0,0.0,-2460.0,1,473,0.0,0.0,0,72560.745,8514.55125,0.0,5366.25,0.0,0.0,10260.71357142857,69502.15384615384,18,14.0,0.010869565217391304,5.71830985915493,-39.61267605633803,0.0
0,Cash loans,F,N,N,0,225000.0,1551798.0,50058.0,1215000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,42,-286,Cleaning staff,2.0,1,1,0.8552801605778271,0.7165587639717365,0.1054731864873376,0.0,0.0,0.0,0.0,-1357.0,1,255,0.0,0.0,0,293051.25,0.0,0.0,27435.375,0.0,0.125,26199.705,398161.5,812,22.0,0.06315789473684211,6.494623655913978,-521.2260483870969,0.0
0,Cash loans,M,Y,Y,0,225000.0,900000.0,48955.5,900000.0,Commercial associate,Higher education,Single / not married,With parents,0.035792,29,-2152,Sales staff,1.0,2,2,0.26022974507445,0.5144468662626958,0.501075160239048,1.0,1.0,1.0,1.0,-416.0,1,462,0.0,0.0,0,0.0,0.0,0.0,9729.0,0.0,0.0,14190.197727272725,187418.89285714287,145,16.545454545454547,0.0,8.575,6197.365875,0.03571428571428571
0,Cash loans,F,N,Y,0,202500.0,2085120.0,72607.5,1800000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.018801,50,-942,Accountants,1.0,2,2,0.6999495171220236,0.5526057559015506,0.3656165070113335,0.0,0.0,0.0,0.0,-3205.0,1,462,0.0,0.0,0,578383.9650000001,349873.191,0.0,15752.7,0.0,0.0,35746.04571428571,594272.25,487,29.142857142857142,0.010526315789473684,6.107142857142857,-70.970625,0.009345794392523364
0,Cash loans,M,Y,Y,0,301500.0,539100.0,29376.0,450000.0,Commercial associate,Higher education,Married,House / apartment,0.04622,43,-429,Laborers,2.0,1,1,0.4209221519516638,0.7227089383669166,0.4578995512067301,0.0,0.0,0.0,0.0,0.0,1,2746,0.0,0.0,0,45360.0,0.0,0.0,9450.0,0.0,0.0,23775.3225,199286.25,255,4.833333333333333,0.0,19.761904761904763,-850.1442857142856,0.0
0,Cash loans,M,Y,Y,0,270000.0,1017000.0,41548.5,1017000.0,Working,Higher education,Married,House / apartment,0.005002,34,-741,Managers,2.0,3,3,0.8299335925972424,0.775710152979941,0.7700870700124128,0.0,0.0,0.0,0.0,-2012.0,0,814,0.0,0.0,0,769950.0,510905.25,0.0,25349.985,0.0,0.0,14729.205,245283.0,254,18.333333333333332,0.0,9.481481481481481,-24.552499999999995,0.0
0,Cash loans,F,N,Y,0,202500.0,785250.0,25461.0,562500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.011703,50,-8314,Core staff,1.0,2,2,0.6331642719281289,0.6902948615561663,0.4776491548517548,0.0,0.0,0.0,0.0,0.0,1,712,0.0,326.6775,0,100741.5,0.0,0.0,9729.0,0.0,0.043478260869565216,10291.216499999999,187609.0909090909,43,19.8,0.0,17.318181818181817,505.637897727273,0.19767441860465115
0,Cash loans,F,Y,Y,0,450000.0,1498500.0,52218.0,1498500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.00712,54,-3016,Managers,2.0,2,2,0.7924785884689072,0.5213644289717307,0.1595195404777181,2.0,1.0,2.0,0.0,0.0,1,928,0.0,0.0,0,94401.0,0.0,0.0,33894.0,0.0,0.0,48264.6675,1158495.1875,223,43.0,0.020833333333333332,6.148148148148148,-19.336190476190477,0.0
0,Cash loans,F,N,N,1,126000.0,478498.5,50377.5,454500.0,State servant,Secondary / secondary special,Married,House / apartment,0.019101,43,-8097,Core staff,3.0,2,2,0.6563962800502279,0.2002880998338482,0.6413682574954046,2.0,0.0,2.0,0.0,-1855.0,1,638,0.0,0.0,0,81472.5,0.0,0.0,0.0,0.0,0.0,8248.71375,125890.65,271,15.0,0.0,10.125,1778.220703125,0.0
0,Cash loans,F,Y,Y,0,247500.0,1165500.0,41994.0,1165500.0,State servant,Higher education,Single / not married,House / apartment,0.028663,29,-3703,Core staff,1.0,2,2,0.7349455405230529,0.3100029652396353,0.3506958432829587,3.0,1.0,3.0,1.0,-513.0,1,868,0.0,6147.41625,0,223780.5,115700.625,0.0,58950.0,0.0,0.16129032258064516,26182.338750000003,306570.6,11,12.0,0.0,3.6979166666666665,-3200.3226562500004,0.04878048780487805
0,Cash loans,M,Y,Y,0,225000.0,161730.0,13833.0,135000.0,Working,Secondary / secondary special,Married,With parents,0.00823,26,-1313,Laborers,2.0,2,2,0.2577191454809015,0.1493356653169924,0.4118485559242397,2.0,1.0,2.0,1.0,-550.0,1,579,0.0,0.0,2,39375.0,28888.695,0.0,12608.865,0.0,0.0,9319.221000000001,141496.19999999998,313,14.0,0.0,10.955882352941176,-33.088235294117645,0.0
0,Cash loans,F,N,Y,0,180000.0,781920.0,41656.5,675000.0,Working,Higher education,Separated,House / apartment,0.018634,54,-3007,Core staff,1.0,2,2,0.8498518418866886,0.6353876130844349,0.5954562029091491,0.0,0.0,0.0,0.0,-1964.0,1,784,0.0,0.0,0,135000.0,0.0,0.0,4500.0,0.0,0.0,11110.545,70331.4,246,8.0,0.0,11.333333333333334,0.0,0.0
0,Cash loans,F,Y,Y,0,202500.0,552555.0,28341.0,477000.0,Working,Higher education,Single / not married,House / apartment,0.010643,30,-1085,Accountants,1.0,2,2,0.5577270312053421,0.2858978721410488,0.7544061731797895,0.0,0.0,0.0,0.0,-448.0,1,1875,0.0,0.0,0,37859.4,0.0,0.0,0.0,0.0,0.0,12165.6075,124922.0,338,11.666666666666666,0.0,15.91304347826087,10902.208695652173,0.0
0,Cash loans,M,Y,Y,1,270000.0,450000.0,35554.5,450000.0,Working,Higher education,Married,House / apartment,0.019101,27,-2579,Managers,3.0,2,2,0.6561350626248301,0.2858978721410488,0.2512394458905693,0.0,0.0,0.0,0.0,-1218.0,1,217,0.0,897.75,0,79894.3725,0.0,0.0,0.0,0.0,0.0,11102.019999999999,83154.68181818182,197,8.222222222222221,0.0,13.416666666666666,-510.74375000000003,0.0
0,Cash loans,F,N,Y,1,202500.0,450000.0,21649.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.010966,36,-2571,Sales staff,3.0,2,2,0.6337717861781728,0.1939414841204858,0.5316861425197883,0.0,0.0,0.0,0.0,-863.0,1,34,0.0,105.75,0,456207.75,355200.75,0.0,25857.0,0.0,0.043478260869565216,17745.607500000002,253830.2142857143,17,17.666666666666668,0.0,9.055555555555555,0.0,0.0
0,Cash loans,M,N,N,0,157500.0,597339.0,33354.0,553500.0,Working,Secondary / secondary special,Single / not married,With parents,0.010032,27,-732,Drivers,1.0,2,2,0.2690086819822617,0.7657379288249063,0.5954562029091491,0.0,0.0,0.0,0.0,-2627.0,0,846,0.0,0.0,0,1125000.0,0.0,0.0,0.0,0.0,0.0,11892.5025,81093.375,8,6.833333333333333,0.039473684210526314,5.968085106382978,0.0,0.0
