CODE_GENDER_M,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_Y,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,NB_DOCUMENT,B_DAYS_CREDIT,B_CREDIT_DAY_OVERDUE,B_AMT_CREDIT_MAX_OVERDUE,B_CNT_CREDIT_PROLONG,B_AMT_CREDIT_SUM,B_AMT_CREDIT_SUM_DEBT,B_AMT_CREDIT_SUM_OVERDUE,B_AMT_ANNUITY,BB_MIN_STATUS,BB_MAX_STATUS,PA_AMT_ANNUITY,PA_AMT_CREDIT,PA_DAYS_DECISION,PA_CNT_PAYMENT,CCB_SK_DPD,IP_DUE_DAY_PAYMENT,IP_DIFF_PAYMENT,PCB_SK_DPD_DEF
1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,202500.0,149256.0,17712.0,135000.0,0.030755,27,-2106,1.0,2,2,0.6760561966933212,0.4205791737251993,0.6986675550534175,3.0,1.0,3.0,1.0,-2289.0,1,541,0.0,0.0,0,80336.475,0.0,0.0,8033.67,0.0,0.0,7673.562,101488.8,810,6.4,0.0,7.529411764705882,3309.29205882353,0.0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,108000.0,74628.0,8568.0,67500.0,0.005084,46,-2583,1.0,2,2,0.4141247678480041,0.6030636759298853,0.1929422277169508,0.0,0.0,0.0,0.0,-1550.0,1,173,0.0,0.0,0,174456.0,132552.0,0.0,17445.6,0.0,0.0,11568.112499999997,107628.5,198,15.0,0.0,9.385321100917432,0.0,0.0
0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,90000.0,504000.0,16258.5,504000.0,0.003069,41,-1999,3.0,3,3,0.6716268001130552,0.7565391152050331,0.6058362647264226,5.0,0.0,5.0,0.0,-1988.0,1,197,0.0,0.0,0,161006.49,100498.5,0.0,13419.0,0.0,0.0,10914.285,104046.75,214,9.0,0.12307692307692308,11.852173913043478,-49.41117391304348,0.1346153846153846
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,135000.0,144000.0,7362.0,144000.0,0.014464,33,-2521,2.0,2,2,0.2884184963854029,0.4229417031572816,0.4083588531230431,0.0,0.0,0.0,0.0,-267.0,1,1682,0.0,0.0,0,468000.0,515135.34,0.0,31950.0,0.0,0.0,4549.9275,36234.0,2,5.0,0.0,3.2127659574468086,-145.74159574468084,0.0
0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,45000.0,157500.0,9634.5,157500.0,0.010643,38,-3839,3.0,2,2,0.5094621769713473,0.3155209629503257,0.3185955240537633,2.0,0.0,2.0,0.0,0.0,1,156,0.0,0.0,0,483292.9575,467075.655,0.0,13444.7625,0.0,0.0,10196.634375,147467.25,107,15.25,0.0,9.254545454545454,231.95045454545453,0.0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,67500.0,135000.0,11542.5,135000.0,0.019101,31,-3288,3.0,2,2,0.3106233722776981,0.6579411127290289,0.3842068130556564,0.0,0.0,0.0,0.0,-418.0,1,201,0.0,0.0,0,45004.5,31743.0,0.0,3214.62,0.0,0.0,4029.0075,36335.25,249,9.0,0.0,5.842105263157895,-1137.4792105263157,0.0
0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,112500.0,710640.0,70416.0,675000.0,0.019101,54,-4964,2.0,2,2,0.7785593076394364,0.5953070027921077,0.6347055309763198,5.0,0.0,5.0,0.0,0.0,1,91,0.0,0.0,0,101002.5,69669.0,0.0,16833.735,0.0,0.0,6900.165000000001,59445.0,294,10.0,0.022222222222222223,1.5873015873015872,-60.852857142857154,0.0
0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,135000.0,352422.0,27400.5,315000.0,0.011703,38,-691,2.0,2,2,0.646085375274032,0.6428068469163533,0.6925590674998008,0.0,0.0,0.0,0.0,0.0,1,117,0.0,0.0,0,71414.145,48771.0,0.0,11902.5,0.0,0.0,9837.449999999999,135540.0,536,10.0,0.0,16.4,2285.4672,0.0
0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,247500.0,450000.0,32877.0,450000.0,0.018029,22,-892,1.0,3,3,0.0846063933804411,0.3766481424552216,0.1131963530622281,1.0,0.0,1.0,0.0,-462.0,1,868,0.0,1440.0,0,126000.0,105822.0,0.0,12600.0,0.03571428571428571,0.03571428571428571,11102.6475,98049.6,58,8.0,0.0,6.428571428571429,0.0,0.0
0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,121500.0,450000.0,35685.0,450000.0,0.028663,28,-2858,2.0,2,2,0.4860841834475362,0.5499064495827369,0.1161249142719599,5.0,2.0,5.0,2.0,0.0,1,214,0.0,0.0,0,116829.0,108843.705,0.0,7443.0,0.0,0.0,8731.1475,103857.75,583,15.0,0.0,4.257142857142857,-1198.085142857143,0.28125
1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,225000.0,149256.0,17712.0,135000.0,0.010276,44,-273,1.0,2,2,0.6594381180956048,0.6852845924338548,0.5442347412142162,1.0,0.0,1.0,0.0,-1063.0,0,74,0.0,0.0,0,18000.0,0.0,0.0,782.145,0.0,0.0,16769.085000000003,82311.3,91,14.0,0.0,3.3076923076923075,0.0,0.0
0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,315000.0,337500.0,14863.5,337500.0,0.001417,37,-1090,2.0,2,2,0.3492808194919361,0.4907420206199781,0.3572932680336494,0.0,0.0,0.0,0.0,-1836.0,1,214,0.0,0.0,0,95422.5,51516.0,0.0,7340.175,0.0,0.0,10747.844999999998,242056.22727272726,305,24.444444444444443,0.010526315789473684,11.928571428571429,0.0,0.0
0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,157500.0,1572750.0,48946.5,1350000.0,0.010147,36,-388,2.0,2,2,0.6383063169456561,0.6863353475761392,0.5867400085415683,2.0,0.0,2.0,0.0,-1790.0,1,550,0.0,0.0,0,136575.0,47812.5,0.0,5692.5,0.0,0.0,19736.04375,321954.75,684,16.0,2.3043478260869565,1.5274725274725274,-49.19192307692309,0.0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,450000.0,855000.0,43654.5,855000.0,0.010556,29,-366,2.0,3,3,0.4012160186910614,0.7364817902763745,0.2822484337007223,0.0,0.0,0.0,0.0,-1101.0,1,491,0.0,0.0,0,1350000.0,904383.0,0.0,37499.985,0.0,0.0,25580.178000000004,233847.75,240,9.2,0.0,6.180722891566265,1272.8564457831324,0.0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,130500.0,261621.0,20799.0,216000.0,0.022625,31,-1471,4.0,2,2,0.3306690156878799,0.6760162310209854,0.5884877883422673,5.0,0.0,5.0,0.0,-1806.0,1,2418,0.0,0.0,0,13500.0,0.0,0.0,1350.0,0.0,0.0,18240.5475,148198.5,119,18.0,0.25,8.186915887850468,-1633.792289719626,0.0392156862745098
0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,112500.0,256500.0,18792.0,256500.0,0.018209,50,-2723,2.0,3,3,0.5691416138129107,0.6006637648660784,0.0534780873611726,0.0,0.0,0.0,0.0,-2020.0,1,156,0.0,0.0,0,152464.5,91133.53499999999,0.0,10292.235,0.0,0.0,10882.022142857142,117393.13636363637,157,20.571428571428573,0.0,3.4328358208955225,-42.539104477611936,0.0
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,90000.0,67500.0,4509.0,67500.0,0.0096569999999999,33,-1803,2.0,2,2,0.6373098184068993,0.0839074110179249,0.1940678276718812,1.0,0.0,1.0,0.0,-1073.0,1,34,0.0,0.0,0,66321.0,64523.25,0.0,6632.1,0.0,0.0,5197.215,52237.5,358,5.333333333333333,0.0,9.527777777777779,0.0,0.0
1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,112500.0,177768.0,14175.0,135000.0,0.0196889999999999,23,-1059,1.0,2,2,0.1377118488645135,0.3023107895217057,0.4365064990977374,0.0,0.0,0.0,0.0,-826.0,1,188,0.0,0.0,0,55477.215,27956.61,0.0,6408.0,0.0,0.0,8349.426,74929.5,172,14.4,0.0,5.434782608695652,-378.3189130434781,0.0
0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,112500.0,621000.0,35779.5,621000.0,0.0196889999999999,42,-1576,2.0,2,2,0.3761903008496789,0.1603699843084879,0.3312508645909018,1.0,1.0,1.0,1.0,-841.0,1,79,0.0,0.0,0,39370.5,32800.5,0.0,3577.5,0.0,0.0,9007.704,130628.7,79,13.6,1.1777777777777778,8.409090909090908,-434.01272727272726,0.0
1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,405000.0,798777.0,44730.0,697500.0,0.072508,44,-3710,3.0,1,1,0.7070571160665139,0.6310198031958693,0.5406544504453575,0.0,0.0,0.0,0.0,-589.0,0,734,0.0,40400.055,0,1260000.0,1252813.5,0.0,126000.0,0.08333333333333333,0.08333333333333333,32529.447000000004,389911.5,257,8.4,0.0,6.7407407407407405,0.0,0.0
0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,270000.0,366453.0,18733.5,296100.0,0.0196889999999999,47,-10517,2.0,2,2,0.4702092149282393,0.6722500683594065,0.1997705696341145,2.0,0.0,2.0,0.0,-1605.0,1,326,0.0,0.0,0,180000.0,164702.25,0.0,4500.0,0.0,0.0,28853.86846153846,566641.4090625,329,35.84615384615385,0.020833333333333332,7.137931034482759,-990.7787438423646,0.02197802197802198
0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,247500.0,1921797.0,66928.5,1755000.0,0.01885,58,-8856,2.0,2,2,0.6659721663610528,0.6726546591658591,0.7352209993926424,1.0,0.0,1.0,0.0,-581.0,1,1241,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23982.19875,217071.0,581,7.5,0.0,4.758620689655173,0.0,0.0
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,157500.0,229500.0,16830.0,229500.0,0.0145199999999999,45,-124,1.0,2,2,0.6914936890028426,0.6619896222866586,0.3046721837533529,0.0,0.0,0.0,0.0,-1901.0,1,406,0.0,0.0,0,226566.81,184227.94125,0.0,6729.75,0.0,0.0,5915.9475,100460.25,995,15.0,0.0,9.606060606060606,-15.858636363636364,0.14634146341463414
0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,315000.0,450000.0,24543.0,450000.0,0.015221,41,-4871,1.0,2,2,0.5788312378653916,0.0634054322466925,0.0822685076491272,2.0,0.0,2.0,0.0,-2756.0,1,174,0.0,0.0,0,298500.0,233563.02000000002,0.0,28854.78,0.0,0.0,13388.955,154666.92857142858,40,12.0,0.0,4.340909090909091,0.0,0.0
0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,112500.0,278505.0,22131.0,211500.0,0.01885,41,-3409,2.0,2,2,0.1373899174639488,0.6485300490169671,0.2822484337007223,7.0,0.0,7.0,0.0,-433.0,1,62,0.0,0.0,0,45000.0,42758.6175,0.0,3375.0,0.0,0.0,22423.072500000002,316115.35714285716,118,24.0,0.0,4.368852459016393,-2812.0625409836066,0.19047619047619047
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,180000.0,383787.0,29830.5,328500.0,0.018801,24,-1062,1.0,2,2,0.5357593638433064,0.4449501709550945,0.5406544504453575,2.0,1.0,2.0,0.0,-319.0,1,687,0.0,0.0,0,58500.0,58154.85,0.0,4050.0,0.0,0.0,9426.045,73122.0,175,8.0,0.0,4.82051282051282,-784.845,0.0
0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,135000.0,224149.5,23098.5,193500.0,0.010643,41,-645,4.0,2,2,0.6808481595428536,0.5061026359562247,0.1402431837080297,0.0,0.0,0.0,0.0,-734.0,1,721,0.0,0.0,0,85045.5,9738.0,0.0,3543.57,0.0,0.0,18981.66,251111.25,473,12.0,0.0,27.142857142857142,0.0,0.0
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,292500.0,1125000.0,47794.5,1125000.0,0.0084739999999999,25,-320,1.0,2,2,0.2397293787277118,0.4541056343204192,0.2238313174701554,0.0,0.0,0.0,0.0,-1997.0,0,295,0.0,0.0,0,679500.0,673092.0,0.0,67950.0,0.0,0.0,8951.97,87428.25,302,8.0,0.0,5.4772727272727275,0.0,0.0
